0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0
0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0
0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0
0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0
0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0
0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0
0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0
0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0
0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Player,"(0,0)",,,,,,,,,,,,,,,,,,
RunAwayGoal,"(19,14)",,,,,,,,,,,,,,,,,,
VirusBeetleHole,"(0,14)",,,,,,,,,,,,,,,,,,
VirusBeetleHole,"(19,0)",,,,,,,,,,,,,,,,,,
VirusBeetleHole,"(19,14)",,,,,,,,,,,,,,,,,,
