1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0
1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0
1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0
1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0
1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0
1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0
1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Player,"(0,7)",,,,,,,,,,,,,,,,,,
StopEnemy,"(8,5)",,,,,,,,,,,,,,,,,,
StopEnemy,"(8,9)",,,,,,,,,,,,,,,,,,
StopEnemy,"(14,5)",,,,,,,,,,,,,,,,,,
StopEnemy,"(14,9)",,,,,,,,,,,,,,,,,,
StopEnemy,"(11,12)",,,,,,,,,,,,,,,,,,
StopEnemy,"(11,2)",,,,,,,,,,,,,,,,,,
LockGoal,"(11,7)",,,,,,,,,,,,,,,,,,
