0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0
0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0
0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0
0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0
0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Player,"(18,7)",,,,,,,,,,,,,,,,,,
LockGoal,"(1,7)",,,,,,,,,,,,,,,,,,
ClingEnemy,"(6,3)",,,,,,,,,,,,,,,,,,
ClingEnemy,"(6,3)",,,,,,,,,,,,,,,,,,
ClingEnemy,"(6,11)",,,,,,,,,,,,,,,,,,
ClingEnemy,"(6,11)",,,,,,,,,,,,,,,,,,
ChaseEnemy,"(0,0)",,,,,,,,,,,,,,,,,,
