1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0
1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1
Player,"(0,3)",,,,,,,,,,,,,,,,,,
UpHole,"(2,5)",,,,,,,,,,,,,,,,,,
DownHole,"(5,1)",,,,,,,,,,,,,,,,,,
UpHole,"(8,5)",,,,,,,,,,,,,,,,,,
DownHole,"(11,1)",,,,,,,,,,,,,,,,,,
DownHole,"(14,2)",,,,,,,,,,,,,,,,,,
DownHole,"(15,2)",,,,,,,,,,,,,,,,,,
RightHole,"(10,9)",,,,,,,,,,,,,,,,,,
LeftHole,"(18,11)",,,,,,,,,,,,,,,,,,
RightHole,"(10,13)",,,,,,,,,,,,,,,,,,
Goal,"(14,14)",,,,,,,,,,,,,,,,,,
