1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0
0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1
0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0
0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Player,"(0,7)",,,,,,,,,,,,,,,,,,
RandomHole,"(9,7)",,,,,,,,,,,,,,,,,,
RandomHole,"(10,7)",,,,,,,,,,,,,,,,,,
ChaseHole,"(4,7)",,,,,,,,,,,,,,,,,,
ChaseHole,"(15,7)",,,,,,,,,,,,,,,,,,
RandomGoal,"(19,7)",,,,,,,,,,,,,,,,,,
